mlb_id,player_name_fg,team,season,age,g,gs,ip,sv,hld,shutdowns,meltdowns,pli,gmli,exli,inli,wpa,wpa_per_li,re24,rew,era,fip,k_pct,bb_pct,barrel_pct,hard_hit_pct,lob_pct
445276,Kenley Jansen,LAD,2017,29.0,65.0,0.0,68.1,41.0,1.0,42.0,3.0,1.6843189001083374,1.673655390739441,1.760849952697754,1.6206361055374146,5.570107936859131,2.451289176940918,22.201000213623047,2.272465229034424,1.3170738569690983,1.3137362944571298,42.25,2.71,4.29,22.86,91.3
518886,Craig Kimbrel,BOS,2017,29.0,67.0,0.0,69.0,35.0,1.0,31.0,5.0,1.6283457279205322,1.6916089057922363,2.1889376640319824,1.651973843574524,4.475493907928467,2.955328941345215,28.202999114990234,2.7450406551361084,1.4347829259862321,1.4185088748366164,49.61,5.51,11.82,45.45,93.9
532077,Roberto Osuna,TOR,2017,22.0,66.0,0.0,64.0,39.0,0.0,33.0,12.0,2.120920419692993,1.8150545358657837,2.3056750297546387,1.8136029243469238,-0.3955020010471344,1.258811116218567,7.9800004959106445,0.7485563158988953,3.3750008046628963,1.7357643552123694,33.33,3.61,2.6,31.17,59.48
608349,Corey Knebel,MIL,2017,25.0,76.0,0.0,76.0,39.0,11.0,46.0,9.0,2.1188206672668457,1.936205267906189,1.90407133102417,1.9115303754806519,4.383676052093506,1.6137343645095825,24.619001388549805,2.407109498977661,1.77631632442966,2.5260605566388774,40.78,12.94,5.67,32.62,91.91
450212,Pat Neshek,- - -,2017,36.0,71.0,0.0,62.1,1.0,23.0,33.0,6.0,1.3587767794728278,1.412845104513034,1.5716905854642391,1.2200350856781006,2.443011999130249,1.9186627864837646,22.675000190734863,2.217919111251831,1.5882358125038556,1.8581740294379852,29.36,2.55,3.75,26.25,82.33
643338,Chad Green,NYY,2017,26.0,39.0,0.0,67.0,0.0,9.0,15.0,3.0,0.8151479959487915,1.0966410636901855,1.186560034751892,0.892408549785614,2.034738063812256,2.5211687088012695,28.900999069213867,2.8555333614349365,1.6119408491701208,1.7546541403065399,40.98,6.56,6.35,42.06,85.59
553878,Felipe Vazquez,PIT,2017,25.0,73.0,0.0,75.1,21.0,14.0,32.0,7.0,1.5197298526763916,1.4316219091415405,1.4213151931762695,1.451803207397461,3.4958462715148926,2.233452320098877,21.003999710083008,2.121772289276123,1.6725666539971433,2.467374090976951,29.33,6.67,3.72,26.6,79.51
453192,Andrew Miller,CLE,2017,32.0,57.0,0.0,62.2,2.0,27.0,30.0,4.0,1.6322932243347168,1.5741684436798096,1.3173294067382812,1.4427013397216797,3.7668938636779785,2.3652045726776123,26.27400016784668,2.5628764629364014,1.4361701836247103,1.99274610082938,38.93,8.61,3.25,21.14,87.12
501985,Mike Minor,KCR,2017,29.0,65.0,0.0,77.2,6.0,17.0,25.0,10.0,1.4293954372406006,1.4774738550186157,1.1734076738357544,1.32352614402771,1.9650460481643677,1.8557943105697632,17.468000411987305,1.6921793222427368,2.5493565570823513,2.616867091196399,28.66,7.17,2.55,30.61,78.08
461872,Anthony Swarzak,- - -,2017,31.0,70.0,0.0,77.1,2.0,27.0,29.0,7.0,1.4898337839515345,1.5433714696339198,1.4719781279563904,1.225662629581192,2.5422579050064087,1.9240750074386597,19.773000717163086,1.8888373970985413,2.327587048874478,2.7438464410806267,30.03,7.26,4.26,29.79,82.88
